"","Identificacion","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles","ocupacion","Factor.de.expansion","Ingresos_total"
"357","4812910-1-3","4812910 - 1","15","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(0,39]","No asalariado",217.70677424367,259500
"358","4812910-1-6","4812910 - 1","15","Masculino","(26,59]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",217.70677424367,415200
"359","4812910-1-7","4812910 - 1","15","Masculino","(18,26]","Otros No parientes","Soltero","Superior o universitaria","Si","Otras actividades de servicios","Menos de 1 año","(48,130]","No asalariado",217.70677424367,311400
"360","4812910-1-8","4812910 - 1","15","Masculino","(18,26]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",217.70677424367,755664
"361","4812910-1-9","4812910 - 1","15","Masculino","(18,26]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]","Asalariado",217.70677424367,934200
"362","4812912-1-1","4812912 - 1","15","Masculino","(18,26]","Jefe de hogar","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","Asalariado",218.872826937271,415200
"363","4812912-1-2","4812912 - 1","15","Masculino","(26,59]","Otros No parientes","Soltero","Básica secundaria","Si","Actividades complementarias/auxiliares al transporte","Menos de 1 año","(48,130]","No asalariado",218.872826937271,373680
"364","4812912-1-3","4812912 - 1","15","Masculino","(18,26]","Otros No parientes","Soltero","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",218.872826937271,415200
"365","4812912-1-4","4812912 - 1","15","Masculino","(26,59]","Otros No parientes","Soltero","Básica secundaria","Si","Actividades complementarias/auxiliares al transporte","Menos de 1 año","(48,130]","Asalariado",218.872826937271,311400
"366","4812912-1-5","4812912 - 1","15","Masculino","(26,59]","Otros No parientes","Soltero","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Menos de 1 año","(48,130]","No asalariado",218.872826937271,103800
"367","4813112-1-1","4813112 - 1","44","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",76.5949657670037,415200
"368","4813115-1-1","4813115 - 1","44","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","No","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",48.5887175483131,1038000
"369","4813115-1-4","4813115 - 1","44","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Construcción","Entre 1 y 5 años","(39,48]","No asalariado",48.5887175483131,903060
"370","4813117-1-4","4813117 - 1","44","Femenino","(26,59]","Otros No parientes","Separado y/o viudo","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(0,39]","No asalariado",48.5887175483131,124560
"371","4813124-1-2","4813124 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",130.593393494205,622800
"372","4813125-1-2","4813125 - 1","47","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",139.354118842866,830400
"373","4813128-1-1","4813128 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]","Asalariado",285.851071960324,902492.214
"374","4813128-1-3","4813128 - 1","47","Masculino","(14,18]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",285.851071960324,622800
"375","4813128-1-4","4813128 - 1","47","Masculino","(11,14]","Nucleo familiar","Soltero","Básica secundaria","No","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(39,48]","No asalariado",285.851071960324,373680
"376","4813130-1-1","4813130 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]","No asalariado",101.92375079996,467100
"377","4813130-1-2","4813130 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Ninguno/No_sabe","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(0,39]","No asalariado",101.92375079996,24912
"378","4813132-1-2","4813132 - 1","47","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",338.631436068873,934200
"379","4813133-1-1","4813133 - 1","47","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",253.05650260902,934200
"380","4813134-1-2","4813134 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","No asalariado",107.847446837335,519000
"381","4813135-1-1","4813135 - 1","47","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Actividades complementarias/auxiliares al transporte","Entre 1 y 5 años","(48,130]","No asalariado",87.166783954958,622800
"382","4813135-1-3","4813135 - 1","47","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","No","Fabricación de muebles / industrias manufactureras","Menos de 1 año","(48,130]","No asalariado",87.166783954958,259500
"383","4813136-1-1","4813136 - 1","47","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",180.257263947292,1038000
"384","4813197-1-1","4813197 - 1","50","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Otras actividades de servicios","Menos de 1 año","(48,130]","No asalariado",273.917172817665,1038000
"385","4813203-1-1","4813203 - 1","50","Femenino","(18,26]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","Asalariado",275.978520186531,747360
"386","4813203-1-2","4813203 - 1","50","Masculino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(48,130]","No asalariado",275.978520186531,830400
"387","4813250-1-2","4813250 - 1","54","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",445.809136892723,809640
"388","4813250-1-5","4813250 - 1","54","Masculino","(26,59]","Otros No parientes","Soltero","Media (10o -13o)","Si","Elaboración de productos alimenticios","Menos de 1 año","(48,130]","No asalariado",445.809136892723,622800
"389","4813251-1-1","4813251 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",464.778593914136,726600
"390","4813258-1-5","4813258 - 1","54","Femenino","(26,59]","Otros No parientes","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades empresariales","Entre 1 y 5 años","(0,39]","No asalariado",499.829579518267,166080
"391","4813386-2-1","4813386 - 2","68","Masculino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",443.784868478313,415200
"392","4813386-2-2","4813386 - 2","68","Masculino","(18,26]","Otros No parientes","Soltero","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",443.784868478313,363300
"393","4813386-3-1","4813386 - 3","68","Femenino","(18,26]","Jefe de hogar","Soltero","Básica primaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]","No asalariado",443.784868478313,217980
"394","4813555-1-1","4813555 - 1","5","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Construcción","Menos de 1 año","(48,130]","Asalariado",1042.31502095837,810929.196
"395","4813555-1-2","4813555 - 1","5","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Educación","Menos de 1 año","(48,130]","No asalariado",1042.31502095837,124560
"396","4813589-1-1","4813589 - 1","5","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]","Asalariado",1563.26389567088,62280
"397","4813589-1-3","4813589 - 1","5","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Superior o universitaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","Asalariado",1563.26389567088,648750
"398","4813642-1-1","4813642 - 1","8","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]","Asalariado",535.212006836837,207600
"399","4813648-1-4","4813648 - 1","8","Femenino","(26,59]","Otros No parientes","Soltero","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]","Asalariado",1054.54689751181,622800
"400","4813657-1-2","4813657 - 1","15","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Menos de 1 año","(39,48]","Asalariado",127.892876760149,363300
"401","4813764-1-1","4813764 - 1","17","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(48,130]","No asalariado",266.119410829055,155700
"402","4813877-2-1","4813877 - 2","23","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(48,130]","Asalariado",218.529256768427,539760
"403","4813914-1-1","4813914 - 1","27","Femenino","(26,59]","Jefe de hogar","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",31.1217217787925,1038000
"404","4813914-1-2","4813914 - 1","27","Masculino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",31.1217217787925,1038000
"405","4813950-1-1","4813950 - 1","44","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Transporte por vía terrestre; transporte por tuberías","Entre 1 y 5 años","(48,130]","No asalariado",131.443305522714,415200
"406","4813973-1-6","4813973 - 1","47","Masculino","(14,18]","Otros No parientes","Casado y/o union libre","Básica secundaria","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(39,48]","No asalariado",132.893201377894,830400
"407","4813975-1-2","4813975 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","No","Otras actividades de servicios","Menos de 1 año","(39,48]","No asalariado",101.92375079996,519000
"408","4813976-1-1","4813976 - 1","47","Femenino","(18,26]","Jefe de hogar","Soltero","Superior o universitaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",236.393925594933,622800
"409","4813978-1-1","4813978 - 1","47","Masculino","(14,18]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",237.870593828612,830400
"410","4813978-1-3","4813978 - 1","47","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]","No asalariado",237.870593828612,830400
"411","4813980-1-2","4813980 - 1","47","Masculino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",261.322412336162,467100
"412","4813980-1-4","4813980 - 1","47","Masculino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",261.322412336162,415200
"413","4813999-1-2","4813999 - 1","47","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]","No asalariado",256.156032877116,83040
"414","4813999-1-4","4813999 - 1","47","Femenino","(18,26]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","No asalariado",256.156032877116,778500
"415","4814060-1-2","4814060 - 1","50","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","Asalariado",618.018301568999,871920
"416","4814060-1-4","4814060 - 1","50","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]","No asalariado",618.018301568999,0
"417","4814121-1-1","4814121 - 1","50","Femenino","(59,100]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Actividades de asociaciones ncp","Mas de 5 años","(39,48]","Asalariado",156.687138204297,3321600
"418","4814191-1-1","4814191 - 1","54","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",296.195312576723,622800
"419","4814191-1-2","4814191 - 1","54","Femenino","(26,59]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",296.195312576723,726600
"420","4814191-1-3","4814191 - 1","54","Masculino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]","Asalariado",296.195312576723,726600
"421","4814197-1-1","4814197 - 1","54","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Fabricación de maquinaria y equipo ncp","Entre 1 y 5 años","(39,48]","Asalariado",529.039875882737,902492.214
"422","4814234-1-1","4814234 - 1","54","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]","No asalariado",785.328243084409,311400
